# id        Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN          aper   phcov   phcov2   snr         Npt   order   minmax   Imean_ogle   Vmean_ogle   VmI
  smc4846   441   0.364938   0.368    0.16    0.049   0.019   0.0      2.709    -0.907   8.9915    5.3745   19.17     1.1579   0.0026256235   1      0.984   0.987    79.6        441   3       0.812    19.139       19.721       0.5510006   
  smc4848   488   0.352798   0.263    0.141   0.016   0.012   0.001    3.036    0.004    9.3176    6.2845   19.206    0.6766   0.0013864754   1      0.984   0.988    96.0        488   4       0.562    19.194       19.635       0.42900085  
  smc4851   483   0.323017   0.189    0.072   0.015   0.012   -0.006   1.705    2.688    8.0005    8.9901   15.711    1.1972   0.0024786748   1      0.986   0.989    47.5        483   3       0.367    15.709       16.15        0.43899918  
  smc4860   203   0.289273   0.29     0.135   0.024   0.009   0.007    2.892    -1.433   9.1602    4.8281   19.275    0.34     0.0016748769   1      0.965   0.976    58.7        203   3       0.567    19.261       19.581       0.30599976  
  smc4864   201   0.302867   0.399    0.197   0.052   0.013   -0.044   2.657    -0.115   9.0272    6.299    19.614    0.6402   0.0031850748   1      0.968   0.973    53.2        201   4       0.893    19.582       19.91        0.29599953  
  smc4869   182   0.360088   0.316    0.15    0.022   0.015   0.019    -2.943   -0.226   9.5857    6.0002   19.045    0.284    0.0015604396   1      0.96    0.973    67.3        182   3       0.565    19.026       ""           ""          
  smc4877   162   0.330463   0.312    0.155   0.027   0.017   0.003    -3.073   -0.233   9.4878    6.0417   15.723    0.0173   1.06790125E-4  1      0.967   0.965    280.3       162   5       0.35     15.719       16.188       0.46500015  
  smc4892   205   0.335783   0.301    0.148   0.026   0.014   -0.003   -2.874   0.039    9.6982    6.33     14.634    0.0329   1.6048782E-4   1      0.969   0.971    247.5       205   5       0.343    14.628       14.958       0.32400036  
  smc4895   472   0.349661   0.347    0.164   0.029   0.017   0.001    2.998    -0.057   9.2783    6.2218   19.08     0.6824   0.0014457627   1      0.988   0.984    125.3       472   3       0.552    19.062       19.514       0.43400002  
  smc4898   202   0.330998   0.264    0.126   0.013   0.007   0.005    -2.822   2.14     9.7343    8.4076   17.005    0.0528   2.6138613E-4   1      0.973   0.979    165.6       202   3       0.341    16.997       17.42        0.41500092  
  smc4903   487   0.349342   0.292    0.146   0.028   0.008   0.002    -2.999   -0.069   9.5628    6.2069   19.175    0.6199   0.0012728953   1      0.986   0.986    112.8       487   4       0.535    19.165       19.683       0.5080013   
  smc4905   486   0.352842   0.303    0.154   0.016   0.013   -0.034   2.901    0.361    9.2516    6.7446   19.159    0.8057   0.0016578189   1      0.987   0.987    99.8        486   4       0.583    19.143       19.609       0.44999886  
  smc4912   472   0.328937   0.43     0.188   0.06    0.021   -0.018   3.076    -0.526   9.3964    5.812    19.036    0.7428   0.0015737289   1      0.984   0.987    144.4       472   3       0.772    19.016       19.466       0.4300003   
  smc4913   487   0.374901   0.249    0.128   0.013   0.012   -0.025   -2.643   0.397    9.972     6.754    19.122    0.5853   0.0012018482   1      0.988   0.988    99.8        487   4       0.508    19.114       19.627       0.50500107  
  smc4922   199   0.377477   0.286    0.136   0.022   0.017   0.004    -3.064   0.036    9.4945    6.3065   19.035    0.2462   0.0012371859   1      0.97    0.973    71.5        199   3       0.532    19.018       19.48        0.4449997   
  smc4923   476   0.347783   0.295    0.143   0.029   0.01    -0.013   -3.136   -0.325   9.4565    5.9967   19.272    0.7658   0.0016088235   1      0.985   0.984    97.4        476   3       0.595    19.258       19.714       0.44200134  
  smc4925   469   0.342856   0.288    0.146   0.032   0.009   -0.01    2.951    -0.22    9.2545    6.093    19.113    0.628    0.0013390193   1      0.988   0.986    105.2       469   4       0.523    19.102       19.594       0.480999    
  smc4926   381   0.366869   0.248    0.116   0.011   0.012   0.003    2.821    -0.221   9.0978    6.0522   19.199    0.4618   0.0012120735   1      0.987   0.981    88.1        381   4       0.479    19.193       19.633       0.43400002  
  smc4940   200   0.381559   0.308    0.148   0.021   0.017   -0.018   3.004    -0.195   9.3226    6.1407   19.254    0.3702   0.001851       1      0.964   0.964    58.7        200   3       0.631    19.234       19.689       0.43499947  
  smc4943   467   0.36267    0.288    0.143   0.026   0.006   0.003    3.139    1.187    9.4164    7.4614   19.28     0.7687   0.0016460385   1      0.986   0.983    89.8        467   3       0.625    19.267       19.804       0.52400017  
  smc4950   482   0.345883   0.326    0.158   0.032   0.016   0.011    -2.991   -0.06    9.5538    6.1906   19.265    0.6836   0.0014182572   1      0.987   0.987    113.2       482   4       0.637    19.25        19.651       0.38599968  
  smc4974   160   0.357318   0.282    0.126   0.023   0.012   -0.022   -3.08    0.539    9.5308    6.8885   18.908    0.2553   0.001595625    1      0.966   0.975    57.6        160   3       0.594    18.89        19.326       0.41799927  
  smc4985   480   0.371848   0.289    0.141   0.027   0.011   -0.005   -2.914   0.569    9.662     6.867    19.142    0.6923   0.0014422917   1      0.986   0.984    104.2       480   3       0.581    19.126       19.585       0.4429989   
  smc4992   199   0.319965   0.246    0.115   0.02    0.015   -0.007   -2.829   0.955    9.7513    7.2585   19.194    0.3331   0.0016738693   1      0.97    0.966    49.9        199   3       0.559    19.178       19.683       0.48900032  
  smc4996   185   0.38375    0.321    0.149   0.031   0.036   0.035    3.031    -0.141   9.2449    6.0379   19.097    0.4041   0.0021843244   1      0.966   0.969    45.9        185   3       1.11     19.07        19.754       0.6569996   
  smc5002   474   0.286684   0.21     0.096   0.019   0.006   -0.004   2.701    -1.445   8.9924    4.851    19.144    0.6993   0.0014753165   1      0.99    0.985    74.1        474   4       0.485    19.132       19.525       0.38100052  
  smc5009   467   0.344493   0.285    0.145   0.023   0.011   0.002    -3.026   0.057    9.5368    6.3353   14.709    0.0302   6.466809E-5    1      0.985   0.98     552.4       467   5       0.335    14.703       15.068       0.3590002   
  smc5016   488   0.409537   0.307    0.143   0.032   0.015   0.001    -2.856   -0.159   9.7088    6.1216   19.037    0.5586   0.0011446722   1      0.986   0.986    125.4       488   3       0.555    19.027       19.496       0.45899963  
  smc5020   475   0.353897   0.295    0.146   0.021   0.003   -0.009   -2.855   -0.046   9.7287    6.2635   19.084    0.5751   0.0012107368   1      0.986   0.988    117.6       475   4       0.563    19.072       19.577       0.49300003  
  smc5024   487   0.355197   0.299    0.144   0.022   0.018   -0.022   -3.14    0.23     9.4706    6.5799   19.396    0.8383   0.0017213552   1      0.986   0.984    97.0        487   3       0.675    19.382       19.846       0.45000076  
  smc5045   473   0.334166   0.27     0.134   0.004   0.006   0.061    -2.415   -1.08    10.0297   5.02     19.295    1.0591   0.002239112    1      0.988   0.984    70.7        473   3       0.625    19.276       19.663       0.36800003  
  smc5061   461   0.370029   0.238    0.12    0.019   0.014   -0.008   -2.91    0.442    9.6722    6.7479   18.857    0.4747   0.001029718    1      0.987   0.987    104.1       461   5       0.467    18.847       19.361       0.5039997   
  smc5064   208   0.322605   0.264    0.129   0.017   0.012   0.023    -3.014   -0.259   9.5069    5.9562   15.792    0.2229   0.0010716346   1      0.973   0.973    75.6        208   3       0.337    15.785       16.14        0.34799957  
  smc5069   483   0.384303   0.289    0.135   0.023   0.012   -0.01    -2.995   0.853    9.5924    7.1676   19.008    0.5128   0.0010616977   1      0.988   0.987    127.8       483   3       0.48     18.994       19.481       0.47300148  
  smc5074   161   0.3587     0.286    0.125   0.017   0.015   0.029    -2.977   0.04     9.5309    6.2354   19.182    0.3124   0.0019403727   1      0.965   0.973    49.0        161   3       0.573    19.166       19.642       0.460001    
  smc5078   469   0.308879   0.169    0.082   0.003   0.006   0.052    -1.617   1.647    10.8458   7.7753   19.207    1.1324   0.002414499    1      0.988   0.986    41.3        469   3       0.537    19.188       19.562       0.35499954  
  smc5107   483   0.342252   0.315    0.165   0.025   0.015   0.018    2.914    0.67     9.1603    6.898    19.337    0.8596   0.0017797102   1      0.988   0.985    95.4        483   3       0.644    19.322       19.784       0.4470005   
  smc5110   441   0.370822   0.313    0.147   0.027   0.009   -0.025   -3.086   0.82     9.5313    7.1794   19.165    0.6581   0.0014922903   1      0.983   0.989    105.1       441   3       0.592    19.148       19.635       0.4699993   
  smc5124   483   0.360395   0.324    0.158   0.024   0.015   -0.009   -2.914   -0.016   9.6714    6.2958   19.091    0.5937   0.0012291925   1      0.986   0.985    127.2       483   5       0.545    19.078       19.529       0.43799973  
  smc5130   487   0.32066    0.346    0.154   0.021   0.008   0.047    -3.115   -0.453   9.3571    5.6882   18.955    0.7482   0.001536345    1      0.986   0.989    113.1       487   5       0.601    18.946       19.328       0.3729992   
  smc5136   203   0.402301   0.26     0.127   0.021   0.009   0.011    -2.85    0.253    9.6956    6.5046   16.447    0.048    2.364532E-4    1      0.977   0.979    166.2       203   4       0.31     16.443       16.875       0.4279995   
  smc5141   208   0.352895   0.286    0.138   0.019   0.006   0.054    -2.838   0.697    9.6216    6.8196   16.087    0.2401   0.001154327    1      0.957   0.975    74.6        208   3       0.405    16.075       16.424       0.3369999   
  smc5143   483   0.330396   0.383    0.174   0.033   0.024   0.019    -3.041   0.309    9.4864    6.534    19.595    1.1174   0.0023134577   1      0.981   0.987    96.5        483   4       0.807    19.574       20.093       0.4980011   
  smc5156   476   0.304478   0.379    0.169   0.049   0.007   0.016    3.04     0.21     9.291     6.4455   19.127    0.7062   0.0014836135   1      0.989   0.987    130.1       476   4       0.671    19.11        19.559       0.4319992   
  smc5164   481   0.359118   0.318    0.154   0.027   0.014   -0.022   -3.104   0.112    9.5064    6.461    19.228    0.7452   0.0015492723   1      0.986   0.985    108.1       481   3       0.651    19.216       19.638       0.40999985  
  smc5168   374   0.359661   0.297    0.143   0.02    0.011   -0.007   2.953    0.332    9.2511    6.6376   18.892    0.3509   9.3823526E-4   1      0.984   0.984    118.6       374   3       0.495    18.884       19.135       0.24300003  
  smc5181   205   0.377069   0.3      0.149   0.028   0.012   0.006    -3.026   -0.043   9.5276    6.2213   15.06     0.0732   3.5707318E-4   1      0.966   0.973    159.5       205   3       0.399    15.055       15.463       0.40299988  
  smc5201   436   0.288921   0.315    0.156   0.032   0.014   -0.006   3.126    -0.386   9.4212    5.9148   16.983    0.0454   1.0412844E-4   1      0.987   0.984    478.1       436   5       0.357    16.976       17.389       0.40600014  
  smc5208   485   0.364259   0.285    0.133   0.023   0.013   -0.022   -3.02    0.019    9.5894    6.3668   19.108    0.5817   0.0011993815   1      0.988   0.984    113.1       485   5       0.626    19.101       19.588       0.47999954  
  smc5211   469   0.342225   0.192    0.085   0.005   0.009   0.026    0.288    0.598    6.5188    6.8021   19.366    1.128    0.0024051173   1      0.983   0.984    46.5        469   3       0.612    19.354       19.845       0.4790001   
  smc5214   131   0.32613    0.226    0.109   0.015   0.005   0.005    -2.943   1.031    9.6143    7.3004   14.954    0.0138   1.0534351E-4   1      0.951   0.96     186.2       131   4       0.265    14.952       15.442       0.48799992  
  smc5223   438   0.379896   0.327    0.144   0.018   0.01    -0.009   2.907    -0.197   9.2069    6.1121   19.548    0.9532   0.0021762557   1      0.987   0.989    82.4        438   4       0.699    19.53        20.064       0.51599884  
  smc5229   484   0.310019   0.355    0.157   0.045   0.012   0.013    2.871    -0.556   9.1288    5.6885   19.153    0.744    0.0015371902   1      0.983   0.985    119.3       484   3       0.748    19.136       19.49        0.3369999   
  smc5231   482   0.371906   0.272    0.12    0.003   0.013   -0.079   0.115    2.512    6.5571    9.0324   19.21     1.1666   0.0024203318   1      0.987   0.983    66.9        482   5       0.6      19.197       19.665       0.45500183  
  smc5238   482   0.380986   0.393    0.182   0.047   0.023   -0.013   3.129    -0.266   9.4374    6.0554   18.962    0.5842   0.0012120332   1      0.987   0.986    153.7       482   3       0.639    18.942       19.37        0.40800095  
  smc5241   417   0.360219   0.322    0.153   0.032   0.007   0.015    -2.788   0.423    9.748     6.6614   19.337    0.7531   0.0018059951   1      0.986   0.987    90.9        417   4       0.642    19.319       19.818       0.4810009   
